Cutoff,Array Size,Parallel Time
0.222222,890909.090909,0.091426
0.222222,900000.000000,0.092352
0.222222,909090.909091,0.095790
0.222222,918181.818182,0.099227
0.222222,927272.727273,0.102665
0.222222,936363.636364,0.106103
0.222222,945454.545455,0.109540
0.222222,954545.454545,0.112978
0.222222,963636.363636,0.116416
0.222222,972727.272727,0.119854
0.222222,981818.181818,0.123291
0.222222,990909.090909,0.126729
0.222222,1000000.000000,0.130167
0.333333,100000.000000,0.000000
0.333333,109090.909091,0.010753
0.333333,118181.818182,0.011783
0.333333,127272.727273,0.012813
0.333333,136363.636364,0.013843
0.333333,145454.545455,0.014874
0.333333,154545.454545,0.015904
0.333333,163636.363636,0.016934
0.333333,172727.272727,0.017965
0.333333,181818.181818,0.018995
0.333333,190909.090909,0.020025
0.333333,200000.000000,0.021056
0.333333,209090.909091,0.022177
0.333333,218181.818182,0.023298
0.333333,227272.727273,0.024419
0.333333,236363.636364,0.025540
0.333333,245454.545455,0.026662
0.333333,254545.454545,0.027783
0.333333,263636.363636,0.028904
0.333333,272727.272727,0.030025
0.333333,281818.181818,0.031146
0.333333,290909.090909,0.032268
0.333333,300000.000000,0.033389
0.333333,309090.909091,0.034419
0.333333,318181.818182,0.035450
0.333333,327272.727273,0.036480
0.333333,336363.636364,0.037510
0.333333,345454.545455,0.038540
0.333333,354545.454545,0.039571
0.333333,363636.363636,0.040601
0.333333,372727.272727,0.041631
0.333333,381818.181818,0.042662
0.333333,390909.090909,0.043692
0.333333,400000.000000,0.044722
0.333333,409090.909091,0.045742
0.333333,418181.818182,0.046763
0.333333,427272.727273,0.047783
0.333333,436363.636364,0.048803
0.333333,445454.545455,0.049823
0.333333,454545.454545,0.050843
0.333333,463636.363636,0.051864
0.333333,472727.272727,0.052884
0.333333,481818.181818,0.053904
0.333333,490909.090909,0.054924
0.333333,500000.000000,0.055944
0.333333,509090.909091,0.057071
0.333333,518181.818182,0.058197
0.333333,527272.727273,0.059323
0.333333,536363.636364,0.060449
0.333333,545454.545455,0.061576
0.333333,554545.454545,0.062702
0.333333,563636.363636,0.063828
0.333333,572727.272727,0.064955
0.333333,581818.181818,0.066081
0.333333,590909.090909,0.067207
0.333333,600000.000000,0.068333
0.333333,609090.909091,0.069167
0.333333,618181.818182,0.070000
0.333333,627272.727273,0.070833
0.333333,636363.636364,0.071667
0.333333,645454.545455,0.072500
0.333333,654545.454545,0.073333
0.333333,663636.363636,0.074167
0.333333,672727.272727,0.075000
0.333333,681818.181818,0.075833
0.333333,690909.090909,0.076667
0.333333,700000.000000,0.077500
0.333333,709090.909091,0.077500
0.333333,718181.818182,0.077500
0.333333,727272.727273,0.077500
0.333333,736363.636364,0.077500
0.333333,745454.545455,0.077500
0.333333,754545.454545,0.077500
0.333333,763636.363636,0.077500
0.333333,772727.272727,0.077500
0.333333,781818.181818,0.077500
0.333333,790909.090909,0.077500
0.333333,800000.000000,0.077500
0.333333,809090.909091,0.078389
0.333333,818181.818182,0.079278
0.333333,827272.727273,0.080167
0.333333,836363.636364,0.081056
0.333333,845454.545455,0.081944
0.333333,854545.454545,0.082833
0.333333,863636.363636,0.083722
0.333333,872727.272727,0.084611
0.333333,881818.181818,0.085500
0.333333,890909.090909,0.086389
0.333333,900000.000000,0.087278
0.333333,909090.909091,0.090389
0.333333,918181.818182,0.093500
0.333333,927272.727273,0.096611
0.333333,936363.636364,0.099722
0.333333,945454.545455,0.102833
0.333333,954545.454545,0.105944
0.333333,963636.363636,0.109056
0.333333,972727.272727,0.112167
0.333333,981818.181818,0.115278
0.333333,990909.090909,0.118389
0.333333,1000000.000000,0.121500
0.444444,100000.000000,0.000000
0.444444,109090.909091,0.010311
0.444444,118181.818182,0.011271
0.444444,127272.727273,0.012231
0.444444,136363.636364,0.013190
0.444444,145454.545455,0.014150
0.444444,154545.454545,0.015109
0.444444,163636.363636,0.016069
0.444444,172727.272727,0.017029
0.444444,181818.181818,0.017988
0.444444,190909.090909,0.018948
0.444444,200000.000000,0.019907
0.444444,209090.909091,0.020988
0.444444,218181.818182,0.022069
0.444444,227272.727273,0.023150
0.444444,236363.636364,0.024231
0.444444,245454.545455,0.025311
0.444444,254545.454545,0.026392
0.444444,263636.363636,0.027473
0.444444,272727.272727,0.028554
0.444444,281818.181818,0.029635
0.444444,290909.090909,0.030715
0.444444,300000.000000,0.031796
0.444444,309090.909091,0.032751
0.444444,318181.818182,0.033705
0.444444,327272.727273,0.034660
0.444444,336363.636364,0.035614
0.444444,345454.545455,0.036569
0.444444,354545.454545,0.037524
0.444444,363636.363636,0.038478
0.444444,372727.272727,0.039433
0.444444,381818.181818,0.040387
0.444444,390909.090909,0.041342
0.444444,400000.000000,0.042296
0.444444,409090.909091,0.043263
0.444444,418181.818182,0.044229
0.444444,427272.727273,0.045195
0.444444,436363.636364,0.046162
0.444444,445454.545455,0.047128
0.444444,454545.454545,0.048094
0.444444,463636.363636,0.049061
0.444444,472727.272727,0.050027
0.444444,481818.181818,0.050993
0.444444,490909.090909,0.051960
0.444444,500000.000000,0.052926
0.444444,509090.909091,0.053958
0.444444,518181.818182,0.054990
0.444444,527272.727273,0.056022
0.444444,536363.636364,0.057054
0.444444,545454.545455,0.058086
0.444444,554545.454545,0.059118
0.444444,563636.363636,0.060150
0.444444,572727.272727,0.061182
0.444444,581818.181818,0.062214
0.444444,590909.090909,0.063246
0.444444,600000.000000,0.064278
0.444444,609090.909091,0.065015
0.444444,618181.818182,0.065753
0.444444,627272.727273,0.066490
0.444444,636363.636364,0.067227
0.444444,645454.545455,0.067965
0.444444,654545.454545,0.068702
0.444444,663636.363636,0.069439
0.444444,672727.272727,0.070177
0.444444,681818.181818,0.070914
0.444444,690909.090909,0.071651
0.444444,700000.000000,0.072389
0.444444,709090.909091,0.072429
0.444444,718181.818182,0.072470
0.444444,727272.727273,0.072510
0.444444,736363.636364,0.072550
0.444444,745454.545455,0.072591
0.444444,754545.454545,0.072631
0.444444,763636.363636,0.072672
0.444444,772727.272727,0.072712
0.444444,781818.181818,0.072753
0.444444,790909.090909,0.072793
0.444444,800000.000000,0.072833
0.444444,809090.909091,0.073685
0.444444,818181.818182,0.074537
0.444444,827272.727273,0.075389
0.444444,836363.636364,0.076241
0.444444,845454.545455,0.077093
0.444444,854545.454545,0.077944
0.444444,863636.363636,0.078796
0.444444,872727.272727,0.079648
0.444444,881818.181818,0.080500
0.444444,890909.090909,0.081352
0.444444,900000.000000,0.082204
0.444444,909090.909091,0.084988
0.444444,918181.818182,0.087773
0.444444,927272.727273,0.090557
0.444444,936363.636364,0.093342
0.444444,945454.545455,0.096126
0.444444,954545.454545,0.098911
0.444444,963636.363636,0.101695
0.444444,972727.272727,0.104480
0.444444,981818.181818,0.107264
0.444444,990909.090909,0.110049
0.444444,1000000.000000,0.112833
0.555556,100000.000000,0.000000
0.555556,109090.909091,0.009870
0.555556,118181.818182,0.010759
0.555556,127272.727273,0.011648
0.555556,136363.636364,0.012537
0.555556,145454.545455,0.013426
0.555556,154545.454545,0.014315
0.555556,163636.363636,0.015204
0.555556,172727.272727,0.016093
0.555556,181818.181818,0.016981
0.555556,190909.090909,0.017870
0.555556,200000.000000,0.018759
0.555556,209090.909091,0.019800
0.555556,218181.818182,0.020840
0.555556,227272.727273,0.021880
0.555556,236363.636364,0.022921
0.555556,245454.545455,0.023961
0.555556,254545.454545,0.025002
0.555556,263636.363636,0.026042
0.555556,272727.272727,0.027082
0.555556,281818.181818,0.028123
0.555556,290909.090909,0.029163
0.555556,300000.000000,0.030204
0.555556,309090.909091,0.031082
0.555556,318181.818182,0.031961
0.555556,327272.727273,0.032840
0.555556,336363.636364,0.033719
0.555556,345454.545455,0.034598
0.555556,354545.454545,0.035476
0.555556,363636.363636,0.036355
0.555556,372727.272727,0.037234
0.555556,381818.181818,0.038113
0.555556,390909.090909,0.038992
0.555556,400000.000000,0.039870
0.555556,409090.909091,0.040783
0.555556,418181.818182,0.041695
0.555556,427272.727273,0.042608
0.555556,436363.636364,0.043520
0.555556,445454.545455,0.044433
0.555556,454545.454545,0.045345
0.555556,463636.363636,0.046258
0.555556,472727.272727,0.047170
0.555556,481818.181818,0.048082
0.555556,490909.090909,0.048995
0.555556,500000.000000,0.049907
0.555556,509090.909091,0.050845
0.555556,518181.818182,0.051783
0.555556,527272.727273,0.052721
0.555556,536363.636364,0.053658
0.555556,545454.545455,0.054596
0.555556,554545.454545,0.055534
0.555556,563636.363636,0.056471
0.555556,572727.272727,0.057409
0.555556,581818.181818,0.058347
0.555556,590909.090909,0.059285
0.555556,600000.000000,0.060222
0.555556,609090.909091,0.060864
0.555556,618181.818182,0.061505
0.555556,627272.727273,0.062146
0.555556,636363.636364,0.062788
0.555556,645454.545455,0.063429
0.555556,654545.454545,0.064071
0.555556,663636.363636,0.064712
0.555556,672727.272727,0.065354
0.555556,681818.181818,0.065995
0.555556,690909.090909,0.066636
0.555556,700000.000000,0.067278
0.555556,709090.909091,0.067359
0.555556,718181.818182,0.067439
0.555556,727272.727273,0.067520
0.555556,736363.636364,0.067601
0.555556,745454.545455,0.067682
0.555556,754545.454545,0.067763
0.555556,763636.363636,0.067843
0.555556,772727.272727,0.067924
0.555556,781818.181818,0.068005
0.555556,790909.090909,0.068086
0.555556,800000.000000,0.068167
0.555556,809090.909091,0.068981
0.555556,818181.818182,0.069796
0.555556,827272.727273,0.070611
0.555556,836363.636364,0.071426
0.555556,845454.545455,0.072241
0.555556,854545.454545,0.073056
0.555556,863636.363636,0.073870
0.555556,872727.272727,0.074685
0.555556,881818.181818,0.075500
0.555556,890909.090909,0.076315
0.555556,900000.000000,0.077130
0.555556,909090.909091,0.079588
0.555556,918181.818182,0.082045
0.555556,927272.727273,0.084503
0.555556,936363.636364,0.086961
0.555556,945454.545455,0.089419
0.555556,954545.454545,0.091877
0.555556,963636.363636,0.094335
0.555556,972727.272727,0.096793
0.555556,981818.181818,0.099251
0.555556,990909.090909,0.101709
0.555556,1000000.000000,0.104167
0.666667,100000.000000,0.000000
0.666667,109090.909091,0.009429
0.666667,118181.818182,0.010247
0.666667,127272.727273,0.011066
0.666667,136363.636364,0.011884
0.666667,145454.545455,0.012702
0.666667,154545.454545,0.013520
0.666667,163636.363636,0.014338
0.666667,172727.272727,0.015157
0.666667,181818.181818,0.015975
0.666667,190909.090909,0.016793
0.666667,200000.000000,0.017611
0.666667,209090.909091,0.018611
0.666667,218181.818182,0.019611
0.666667,227272.727273,0.020611
0.666667,236363.636364,0.021611
0.666667,245454.545455,0.022611
0.666667,254545.454545,0.023611
0.666667,263636.363636,0.024611
0.666667,272727.272727,0.025611
0.666667,281818.181818,0.026611
0.666667,290909.090909,0.027611
0.666667,300000.000000,0.028611
0.666667,309090.909091,0.029414
0.666667,318181.818182,0.030217
0.666667,327272.727273,0.031020
0.666667,336363.636364,0.031823
0.666667,345454.545455,0.032626
0.666667,354545.454545,0.033429
0.666667,363636.363636,0.034232
0.666667,372727.272727,0.035035
0.666667,381818.181818,0.035838
0.666667,390909.090909,0.036641
0.666667,400000.000000,0.037444
0.666667,409090.909091,0.038303
0.666667,418181.818182,0.039162
0.666667,427272.727273,0.040020
0.666667,436363.636364,0.040879
0.666667,445454.545455,0.041737
0.666667,454545.454545,0.042596
0.666667,463636.363636,0.043455
0.666667,472727.272727,0.044313
0.666667,481818.181818,0.045172
0.666667,490909.090909,0.046030
0.666667,500000.000000,0.046889
0.666667,509090.909091,0.047732
0.666667,518181.818182,0.048576
0.666667,527272.727273,0.049419
0.666667,536363.636364,0.050263
0.666667,545454.545455,0.051106
0.666667,554545.454545,0.051949
0.666667,563636.363636,0.052793
0.666667,572727.272727,0.053636
0.666667,581818.181818,0.054480
0.666667,590909.090909,0.055323
0.666667,600000.000000,0.056167
0.666667,609090.909091,0.056712
0.666667,618181.818182,0.057258
0.666667,627272.727273,0.057803
0.666667,636363.636364,0.058348
0.666667,645454.545455,0.058894
0.666667,654545.454545,0.059439
0.666667,663636.363636,0.059985
0.666667,672727.272727,0.060530
0.666667,681818.181818,0.061076
0.666667,690909.090909,0.061621
0.666667,700000.000000,0.062167
0.666667,709090.909091,0.062288
0.666667,718181.818182,0.062409
0.666667,727272.727273,0.062530
0.666667,736363.636364,0.062651
0.666667,745454.545455,0.062773
0.666667,754545.454545,0.062894
0.666667,763636.363636,0.063015
0.666667,772727.272727,0.063136
0.666667,781818.181818,0.063258
0.666667,790909.090909,0.063379
0.666667,800000.000000,0.063500
0.666667,809090.909091,0.064278
0.666667,818181.818182,0.065056
0.666667,827272.727273,0.065833
0.666667,836363.636364,0.066611
0.666667,845454.545455,0.067389
0.666667,854545.454545,0.068167
0.666667,863636.363636,0.068944
0.666667,872727.272727,0.069722
0.666667,881818.181818,0.070500
0.666667,890909.090909,0.071278
0.666667,900000.000000,0.072056
0.666667,909090.909091,0.074187
0.666667,918181.818182,0.076318
0.666667,927272.727273,0.078449
0.666667,936363.636364,0.080581
0.666667,945454.545455,0.082712
0.666667,954545.454545,0.084843
0.666667,963636.363636,0.086975
0.666667,972727.272727,0.089106
0.666667,981818.181818,0.091237
0.666667,990909.090909,0.093369
0.666667,1000000.000000,0.095500
0.777778,100000.000000,0.000000
0.777778,109090.909091,0.008988
0.777778,118181.818182,0.009736
0.777778,127272.727273,0.010483
0.777778,136363.636364,0.011231
0.777778,145454.545455,0.011978
0.777778,154545.454545,0.012726
0.777778,163636.363636,0.013473
0.777778,172727.272727,0.014221
0.777778,181818.181818,0.014968
0.777778,190909.090909,0.015716
0.777778,200000.000000,0.016463
0.777778,209090.909091,0.017423
0.777778,218181.818182,0.018382
0.777778,227272.727273,0.019342
0.777778,236363.636364,0.020301
0.777778,245454.545455,0.021261
0.777778,254545.454545,0.022221
0.777778,263636.363636,0.023180
0.777778,272727.272727,0.024140
0.777778,281818.181818,0.025099
0.777778,290909.090909,0.026059
0.777778,300000.000000,0.027019
0.777778,309090.909091,0.027746
0.777778,318181.818182,0.028473
0.777778,327272.727273,0.029200
0.777778,336363.636364,0.029928
0.777778,345454.545455,0.030655
0.777778,354545.454545,0.031382
0.777778,363636.363636,0.032109
0.777778,372727.272727,0.032837
0.777778,381818.181818,0.033564
0.777778,390909.090909,0.034291
0.777778,400000.000000,0.035019
0.777778,409090.909091,0.035823
0.777778,418181.818182,0.036628
0.777778,427272.727273,0.037433
0.777778,436363.636364,0.038237
0.777778,445454.545455,0.039042
0.777778,454545.454545,0.039847
0.777778,463636.363636,0.040652
0.777778,472727.272727,0.041456
0.777778,481818.181818,0.042261
0.777778,490909.090909,0.043066
0.777778,500000.000000,0.043870
0.777778,509090.909091,0.044620
0.777778,518181.818182,0.045369
0.777778,527272.727273,0.046118
0.777778,536363.636364,0.046867
0.777778,545454.545455,0.047616
0.777778,554545.454545,0.048365
0.777778,563636.363636,0.049114
0.777778,572727.272727,0.049864
0.777778,581818.181818,0.050613
0.777778,590909.090909,0.051362
0.777778,600000.000000,0.052111
0.777778,609090.909091,0.052561
0.777778,618181.818182,0.053010
0.777778,627272.727273,0.053460
0.777778,636363.636364,0.053909
0.777778,645454.545455,0.054359
0.777778,654545.454545,0.054808
0.777778,663636.363636,0.055258
0.777778,672727.272727,0.055707
0.777778,681818.181818,0.056157
0.777778,690909.090909,0.056606
0.777778,700000.000000,0.057056
0.777778,709090.909091,0.057217
0.777778,718181.818182,0.057379
0.777778,727272.727273,0.057540
0.777778,736363.636364,0.057702
0.777778,745454.545455,0.057864
0.777778,754545.454545,0.058025
0.777778,763636.363636,0.058187
0.777778,772727.272727,0.058348
0.777778,781818.181818,0.058510
0.777778,790909.090909,0.058672
0.777778,800000.000000,0.058833
0.777778,809090.909091,0.059574
0.777778,818181.818182,0.060315
0.777778,827272.727273,0.061056
0.777778,836363.636364,0.061796
0.777778,845454.545455,0.062537
0.777778,854545.454545,0.063278
0.777778,863636.363636,0.064019
0.777778,872727.272727,0.064759
0.777778,881818.181818,0.065500
0.777778,890909.090909,0.066241
0.777778,900000.000000,0.066981
0.777778,909090.909091,0.068786
0.777778,918181.818182,0.070591
0.777778,927272.727273,0.072396
0.777778,936363.636364,0.074200
0.777778,945454.545455,0.076005
0.777778,954545.454545,0.077810
0.777778,963636.363636,0.079614
0.777778,972727.272727,0.081419
0.777778,981818.181818,0.083224
0.777778,990909.090909,0.085029
0.777778,1000000.000000,0.086833
0.888889,100000.000000,0.000000
0.888889,109090.909091,0.008547
0.888889,118181.818182,0.009224
0.888889,127272.727273,0.009901
0.888889,136363.636364,0.010577
0.888889,145454.545455,0.011254
0.888889,154545.454545,0.011931
0.888889,163636.363636,0.012608
0.888889,172727.272727,0.013285
0.888889,181818.181818,0.013961
0.888889,190909.090909,0.014638
0.888889,200000.000000,0.015315
0.888889,209090.909091,0.016234
0.888889,218181.818182,0.017153
0.888889,227272.727273,0.018072
0.888889,236363.636364,0.018992
0.888889,245454.545455,0.019911
0.888889,254545.454545,0.020830
0.888889,263636.363636,0.021749
0.888889,272727.272727,0.022668
0.888889,281818.181818,0.023588
0.888889,290909.090909,0.024507
0.888889,300000.000000,0.025426
0.888889,309090.909091,0.026077
0.888889,318181.818182,0.026729
0.888889,327272.727273,0.027380
0.888889,336363.636364,0.028032
0.888889,345454.545455,0.028684
0.888889,354545.454545,0.029335
0.888889,363636.363636,0.029987
0.888889,372727.272727,0.030638
0.888889,381818.181818,0.031290
0.888889,390909.090909,0.031941
0.888889,400000.000000,0.032593
0.888889,409090.909091,0.033343
0.888889,418181.818182,0.034094
0.888889,427272.727273,0.034845
0.888889,436363.636364,0.035596
0.888889,445454.545455,0.036347
0.888889,454545.454545,0.037098
0.888889,463636.363636,0.037848
0.888889,472727.272727,0.038599
0.888889,481818.181818,0.039350
0.888889,490909.090909,0.040101
0.888889,500000.000000,0.040852
0.888889,509090.909091,0.041507
0.888889,518181.818182,0.042162
0.888889,527272.727273,0.042816
0.888889,536363.636364,0.043471
0.888889,545454.545455,0.044126
0.888889,554545.454545,0.044781
0.888889,563636.363636,0.045436
0.888889,572727.272727,0.046091
0.888889,581818.181818,0.046746
0.888889,590909.090909,0.047401
0.888889,600000.000000,0.048056
0.888889,609090.909091,0.048409
0.888889,618181.818182,0.048763
0.888889,627272.727273,0.049116
0.888889,636363.636364,0.049470
0.888889,645454.545455,0.049823
0.888889,654545.454545,0.050177
0.888889,663636.363636,0.050530
0.888889,672727.272727,0.050884
0.888889,681818.181818,0.051237
0.888889,690909.090909,0.051591
0.888889,700000.000000,0.051944
0.888889,709090.909091,0.052146
0.888889,718181.818182,0.052348
0.888889,727272.727273,0.052550
0.888889,736363.636364,0.052753
